nom_instance,config,root_obj,obj_sol1,time_sol1,gap_sol1,time,solved,feas,opt,obj,LB,gap,nb_nodes,nb_cuts,valid
inst20_7_LIN_f5.txt,PIK ,"20,77",,,,"1000,00",0,,,,,,,,
inst20_7_LIN_f5.txt,PTK ,"21,41","225,57","158,39","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"203,65","23,85","88,29",60600,501,1
inst20_7_LIN_f5.txt,PITK ,"21,01",,,,"1000,00",0,,,,,,,,
inst20_8_LIN_f5.txt, ,"30,18",,,,"1000,00",0,,,,,,,,
inst20_8_LIN_f5.txt,I ,"30,18",,,,"1000,00",0,,,,,,,,
inst20_8_LIN_f5.txt,T ,"36,75",,,,"1000,00",0,,,,,,,,
inst20_8_LIN_f5.txt,K ,"30,18",,,,"1000,00",0,,,,,,,,
inst20_8_LIN_f5.txt,P ,"30,18",,,,"1000,00",0,,,,,,,,
inst20_8_LIN_f5.txt,ITK ,"30,65",,,,"1000,00",0,,,,,,,,
inst20_8_LIN_f5.txt,PIT ,"30,65",,,,"1000,00",0,,,,,,,,
inst20_8_LIN_f5.txt,PIK ,"30,18",,,,"1000,00",0,,,,,,,,
inst20_8_LIN_f5.txt,PTK ,"36,75",,,,"1000,00",0,,,,,,,,
inst20_8_LIN_f5.txt,PITK ,"30,65",,,,"1000,00",0,,,,,,,,
inst20_9_LIN_f5.txt, ,"8,30",,,,"1000,00",0,,,,,,,,
inst20_9_LIN_f5.txt,I ,"8,30",,,,"1000,00",0,,,,,,,,
inst20_9_LIN_f5.txt,T ,"8,36",,,,"1000,00",0,,,,,,,,
inst20_9_LIN_f5.txt,K ,"8,30",,,,"1000,00",0,,,,,,,,
inst20_9_LIN_f5.txt,P ,"8,30",,,,"1000,00",0,,,,,,,,
inst20_9_LIN_f5.txt,ITK ,"8,36",,,,"1000,00",0,,,,,,,,
inst20_9_LIN_f5.txt,PIT ,"8,36",,,,"1000,00",0,,,,,,,,
inst20_9_LIN_f5.txt,PIK ,"8,30",,,,"1000,00",0,,,,,,,,
inst20_9_LIN_f5.txt,PTK ,"8,36",,,,"1000,00",0,,,,,,,,
inst20_9_LIN_f5.txt,PITK ,"8,36",,,,"1000,00",0,,,,,,,,
inst25_0_LIN_f5.txt, ,"37,06",,,,"1000,00",0,,,,,,,,
inst25_0_LIN_f5.txt,I ,"37,06",,,,"1000,00",0,,,,,,,,
inst25_0_LIN_f5.txt,T ,"37,60",,,,"1000,00",0,,,,,,,,
inst25_0_LIN_f5.txt,K ,"37,06",,,,"1000,00",0,,,,,,,,
inst25_0_LIN_f5.txt,P ,"37,06",,,,"1000,00",0,,,,,,,,
inst25_0_LIN_f5.txt,ITK ,"37,45",,,,"1000,00",0,,,,,,,,
inst25_0_LIN_f5.txt,PIT ,"37,45",,,,"1000,00",0,,,,,,,,
inst25_0_LIN_f5.txt,PIK ,"37,06",,,,"1000,00",0,,,,,,,,
inst25_0_LIN_f5.txt,PTK ,"37,60",,,,"1000,00",0,,,,,,,,
